hotel radhika palace,HTLGBO1000051796,Hotel,sonkh road/ Mandi chauraha NH2,Mathura,Uttar Pradesh,India,regular,2,27.4930312,77.6567472
Hotel Poshlux Residency,HTLGBO1000076804,Hotel,Lakri parauh/ Near Railway Station/Kotdwara,Kotdwara,Uttarakhand,India,regular,0,29.7440348,78.5204834
Hotel Premansh,HTLGBO1000009748,Hotel,48-Civil Lines,Roorkee,Uttarakhand,India,regular,2,29.86404022,77.88994118
Hotel Pride,HTLGBO1000064386,Lodge,NEAR BUS STAND/ LAKHNADON,Seoni,Madhya Pradesh,India,regular,0,22.60301254,79.60288361
Hotel Pegasus Crown,HTLGBO1000006833,Hotel,Ward's Lake Road/Police Bazar,Shillong,Meghalaya,India,regular,3,25.57625591,91.88375827
Hotel Rainbow,HTLGBO1000039038,Hotel,Railway Road/  Near Ghanta Ghar/ Ghaziabad/ Uttar Pradesh - 201001,Ghaziabad,Uttar Pradesh,India,regular,3,28.65889525,77.42753652
Hotel Pichola Haveli (Lake Side),HTLGBO1000008279,Hotel,64/ Udaipur City Palace Road To Ganguar Ghat Opp Bagore Ki Haveli,Udaipur,Rajasthan,India,gostays,2,24.57991868,73.68275459
Hotel Radhika Palace,HTLGBO1000009503,Hotel,Pushkar Lake Bridge/ Pushkar 305022/ India,Pushkar,Rajasthan,India,regular,2,26.48581192,74.55529667
Hotel Peacock,HTLGBO1000072768,Hotel,New Cotton Market/ Near VRL Office/ Hubli/ Karnataka,Hubli,Karnataka,India,regular,1,15.3544383,75.1352105
Hotel Paradise Continental,HTLGBO1000007591,Hotel,The Mall/ Kulri,Mussoorie,Uttarakhand,India,regular,2,30.4552473,78.0812724
HOTEL PANKAJ,HTLGBO1000074598,Hotel,Main Town/ Shimla,Shimla,Himachal Pradesh,India,regular,0,31.0851473,77.1722496
Hotel R.K.Palace,HTLGBO1000075198,Hotel,SH 5/ Netram Sagarmal Kedia Path Kalpara/,Pakur,Jharkhand,India,regular,1,24.6383118,87.8539028
Hotel Radha Villa,HTLGBO1000058832,Villa,40A MS Enclave Dhikoli Zirakpur  -160104,Chandigarh,Punjab,India,regular,0,30.6425496,76.8173359
Hotel Prince International,HTLGBO1000008559,Hotel,14A/24/ W.E.A/ Channa Market/Karol bagh,Delhi,Delhi,India,regular,3,28.6455966,77.1855916
Hotel Paradise Continental,HTLGBO1000009331,Hotel,13/Kanti Nagar/Bani park/Opp.Polo Victory Cinema/ Bani park India.,Jaipur,Rajasthan,India,regular,0,26.950124,75.771581
Hotel Pankaj Executive,HTLGBO1000001591,Hotel,Plot No. 2/ Cts No. 74 B/76/ Near Panchayat Samitee/ Mahabaleshwar,Mahabaleshwar,Maharashtra,India,regular,0,17.92561308,73.65791318
Hotel Pathik,HTLGBO1000036006,Hotel,4th Floor.Shree Hans House Sterling City Road/UP side Bank Of Baroda/Bopal,Ahmedabad,Gujarat,India,regular,1,23.0334419,72.4658984
Hotel Prem Palace,HTLGBO1000010496,Hotel,A 16/1/ Madhav Club Road/ Freeganj/ Ujjain,Ujjain,Madhya Pradesh,India,regular,1,23.1772379,75.7877501
Hotel Pemayantse,HTLGBO1000076790,Hotel,swastik/ burtuk / near NH-31/,Gangtok,Sikkim,India,regular,0,27.3371364,88.6096575
Hotel Prem Sagar,HTLGBO1000013975,Hotel,264/ Station Road/ Agra Cantt. Opp. Police Chowki Agra Cantt.,Agra,Uttar Pradesh,India,regular,0,27.1581316,77.99511
Hotel Prem Dynasty,HTLGBO1000009747,Hotel,Opp. Bus Stand/Civil Lines,Roorkee,Uttarakhand,India,regular,2,29.86508925,77.88671381
HOTEL POORAM INTERNATIONAL,HTLGBO1000059598,Hotel,HOTEL POORAM INTERNATIONAL Kuruppam Road/ Thrissur/ Kerala  680001,Thrissur,Kerala,India,regular,4,10.5209244,76.2124515
Hotel Rajesh Palace,HTLGBO1000058310,Hotel,Sco. No.2055/ Main Market Road/ Burail/ Near Tyre Market/ Sector 45-A,Chandigarh,Punjab,India,regular,0,30.70579529,76.76506042
Hotel Rajdoot,HTLGBO1000025372,Hotel,Infornt of K.M.Memorial Hospital/ Bye Pass Road Chas,Bokaro,Jharkhand,India,regular,0,23.6327913,86.17355886
Hotel Raj,HTLGBO1000048558,Hotel,plot no 314/1 Near Axis Bank Hosangabad Road.,Bhopal,Madhya Pradesh,India,regular,1,23.2356558,77.4334422
Hotel Pearl Plaza,HTLGBO1000008358,Hotel,2348 / 2350/ Raj Guru Road/ Chuna Mandi/ Pahar Ganj,Delhi,Delhi,India,regular,2,28.6430266,77.2105123
Hotel Prashant Palace,HTLGBO1000012698,Hotel,BEFORE TDI MALL / FATEHABAD ROAD/,Agra,Uttar Pradesh,India,regular,3,27.15877616,78.05650354
Hotel Plantain Leaf,HTLGBO1000022134,Hotel,Almitta 3/ Beach Road/ Calangute/ Bardez/ North Goa,Goa,Goa,India,regular,0,15.54528155,73.7616081
HOTEL PURNIMA,HTLGBO1000080288,Hotel,Upper Bazar/Chail,Chail,Himachal Pradesh,India,regular,0,30.9676214,77.1916497
Hotel President,HTLGBO1000002593,Hotel,2723/ Near Hardinge Circle Bangalore Nilgiri Road,Mysore,Karnataka,India,gostays,3,12.30902355,76.65937369
HOTEL PAONTA VALLEY,HTLGBO1000060796,Hotel,Ambala-Dehradun-Haridwar Rd/ Paonta Sahib/ Himachal Pradesh 173025,Paonta Sahib,Himachal Pradesh,India,regular,0,30.4411911,77.5996379
Hotel Prince,HTLGBO1000018734,Hotel,Near Bhatia Bagechi / Hanuman Circle,Jaisalmer,Rajasthan,India,regular,2,26.9157487,70.9083443
Hotel Raj Palace,HTLGBO1000026760,Hotel,Near Swaminarayan Temple/Vegetable Market.,Dwarka,Gujarat,India,regular,1,22.2394427,68.9636048
Hotel Polo Orchid,HTLGBO1000017862,Hotel,Opp Central School Arai Mile/ New Tura,Tura,Meghalaya,India,regular,2,25.5242339,90.1701218
Hotel RAJ Golden,HTLGBO1000028268,Hotel,Near New/ Bus Stand Rd/ Berachah/ Palampur/ Himachal Pradesh 176061,Palampur,Himachal Pradesh,India,regular,1,32.10103187,76.53306295
HOTEL RADHE &amp; GUEST HOUSE,HTLGBO1000056628,Hotel,BLOCK D/ SWAGAT RAINFOREST-1/ OPP CITY PILSE MULTIPLEX/AHMEDABAD GANDHINAGAR/ AIRPORT ROAD/ GUJARAT.,Ahmedabad,Gujarat,India,regular,0,23.022505,72.5713621
Hotel Presidency Inn,HTLGBO1000009625,Hotel,2/1 Marquis Street behind Indian Museum.,Kolkata,West Bengal,India,regular,3,22.572646,88.363895
Hotel Poonam Palace,HTLGBO1000096112,Hotel,behind Citygold cinema Ashram Road Ahmedabad,Ahmedabad,Gujarat,India,regular,0,23.0419628,72.5695624
Hotel R.K. Palace,HTLGBO1000014418,Hotel,Dr. Sabane Road/ Near Police Station/ Mahabaleshwar,Mahabaleshwar,Maharashtra,India,regular,2,17.92172,73.6556
Hotel pacific,HTLGBO1000009475,Hotel,Opposite Chinar Garden/ Kohna Khan/ Dalgate/ Srinagar/ Kashmir.,Srinagar,Jammu and Kashmir,India,regular,3,34.08202347,74.82700796
Hotel Palace Tower,HTLGBO1000076798,Hotel,Paliyam Road/ Near North Bus Stand,Thrissur,Kerala,India,regular,0,10.52955082,76.21457974
Hotel Paradise Residency,HTLGBO1000033598,Hotel,4/ ravi shankar nagar/ near hari phatak bridge/ indore gate,Ujjain,Madhya Pradesh,India,regular,0,23.17610219,75.77250736
hotel raghunadth,HTLGBO1000072312,Hotel,railway station  road/tirupati,Tirupati,Andhra Pradesh,India,regular,0,13.6739092,79.3511379
Hotel Palace Heights,HTLGBO1000004647,Hotel,D 26 / 28/ Connaught Place (Behind Odeon Theatre),Delhi,Delhi,India,regular,3,28.63387079,77.2210547
Hotel Rainbow Regency,HTLGBO1000083410,Hotel,anand bhawan lane/ behind khimji jewellers/main road,Rourkela,Orissa,India,regular,3,22.2251031,84.8595735
Hotel Periyaar,HTLGBO1000009917,Hotel,Near Marthanda Varma Bridge Aluva/ Ernakulam Dist Pin: 683101,Ernakulam,Kerala,India,regular,3,10.1123296,76.3477052
Hotel Pavillion,HTLGBO1000004638,Hotel,392 E/ Assembly Road/ Near Basant Bahar Theatre/ Shahupuri,Kolhapur,Maharashtra,India,regular,2,16.70440492,74.23498494
Hotel Prince International,HTLGBO1000085692,Hotel,58/ sector-19 A/Market Samor/Washi/Navi mumbai/ 400705,Navi Mumbai,Maharashtra,India,regular,0,19.0759837,72.8776559
Hotel Raj Palace,HTLGBO1000007623,Hotel,Model Town,Manali,Himachal Pradesh,India,regular,0,32.22782135,77.18895721
Hotel Rajdarshan,HTLGBO1000028932,Hotel,18/ Pannadhai Marg/near hathipole/udaipur,Udaipur,Rajasthan,India,regular,4,24.58680749,73.68505127
Hotel Raj Residency,HTLGBO1000055076,Hotel,Near Railway Station Main Road,Harda,Madhya Pradesh,India,regular,0,22.3381268,77.1005121
Hotel Polok,HTLGBO1000049854,Hotel,Rashmi Prasad Alley Marg/ Arithang,Gangtok,Sikkim,India,regular,0,27.3356712,88.6155101
Hotel President,HTLGBO1000052138,Hotel,Subhash Nagar,Saharanpur,Uttar Pradesh,India,regular,1,29.9706573,77.5417509
Hotel Pravasi Palace &amp; swad Restaurant,HTLGBO1000052514,Hotel,OPP. RAILWAY STATION/ MADAR GATE,Ajmer,Rajasthan,India,regular,0,26.4575051,74.6374814
Hotel Radiance,HTLGBO1000017120,Hotel,15A/51/ Near  Karol Bagh/ Metro Station / Ajmal Khan Road/ Karol Bagh,Delhi,Delhi,India,regular,2,28.653002,77.1923631
Hotel Patliputra Exotica,HTLGBO1000003293,Hotel,Exhibition Road/ Patna/ Bihar,Patna,Bihar,India,regular,4,25.61165883,85.1426855
Hotel Rajhans International,HTLGBO1000055368,Hotel,Kachari Chowk / M.G Road / Bhagalpur,Bhagalpur,Bihar,India,regular,0,25.2414303,86.9924358
Hotel Prince Palace,HTLGBO1000037018,Lodge,7-1-515/F/ Palika Bazar X Road/ Beside King Darbar Hotel/ Near Old Gandhi Hospital/ Secunderabad,Hyderabad,Andhra Pradesh,India,regular,0,17.43510783,78.49968813
Hotel Pride ExcellenSea,HTLGBO1000082198,Hotel,Marwad Road/ Near Manekwadi/,Bordi,Maharashtra,India,regular,0,20.11998143,72.73932325
Hotel Raghunath,HTLGBO1000000547,Hotel,Opp. 2nd Gate of Raghunath Temple/Near SBI Hari Market/Jammu,Jammu,Jammu and Kashmir,India,regular,2,32.72978537,74.86248688
Hotel Radhika,HTLGBO1000041836,Hotel,435 Doctor K L Achalvanshi Colony Dedansar Mela Ground Road.,Jaisalmer,Rajasthan,India,gostays,3,26.9247554,70.9098701
Hotel Raj,HTLGBO1000060032,Hotel,Rohtak Ho/ Rohtak  Huda Complex,Rohtak,Haryana,India,regular,1,28.896436,76.5838602
Hotel Rahi,HTLGBO1000010730,Hotel,Opp Bhakti Dham Peth Naka/ Panchavti/ Nashik 422003,Nashik,Maharashtra,India,regular,2,20.01300649,73.79321139
Hotel Pooja Residency,HTLGBO1000017424,Hotel,Ram-Shanti Chambers/ 48D/ Pantacha Got/ Opp. Karad Urban Bank/,Satara,Maharashtra,India,regular,0,17.68762592,74.00216991
Hotel Palash,HTLGBO1000053464,Hotel,Mhow Neemuch Road/Ratlam (M.P.),Ratlam,Madhya Pradesh,India,regular,0,23.3341696,75.0376325
Hotel President,HTLGBO1000076398,Hotel,122/235 H / Krishna Complex / Fazalganj / Kanpur 208012,Kanpur,Uttar Pradesh,India,regular,0,26.4634014,80.3018107
Hotel panchavati sangamner,HTLGBO1000075856,Hotel,Opp bus stand Nagar Pune Highway  Sangamner Ahmad nagar 422605,Sangamner,Maharashtra,India,regular,0,19.9974533,73.7898023
Hotel Rajhans,HTLGBO1000004031,Hotel,Near Log Huts/ Manali/ District Kullu/ Himachal Pradesh,Manali,Himachal Pradesh,India,regular,2,32.2516014,77.1806565
Hotel Prince,HTLGBO1000077268,Hotel,MC Road/ Kalady/ 683574 Kaladi/ India,Angamaly,Kerala,India,regular,0,10.16598553,76.4371027
Hotel Panchasheel,HTLGBO1000078266,Hotel,Bhandardara Ho/ Bhandardara - 422604/ At Post Shendi,Bhandardara,Maharashtra,India,regular,1,19.5375291,73.7694815
Hotel R J INN,HTLGBO1000004951,Hotel,4/123-5 Fern Hill Road/ Near Vallaiappan Movies Therasa Nagar,Kodaikanal,Tamil Nadu,India,regular,1,10.24215361,77.49508893
HOTEL POONAM,HTLGBO1000066232,Hotel,Pali City/ Pali Rajasthan,Pali,Rajasthan,India,regular,0,25.7790319,73.3227983
Hotel Rajat Regency,HTLGBO1000001696,Hotel,The Mall Road/ Near CM House/ Shimla,Shimla,Himachal Pradesh,India,regular,2,31.092466,77.17746
Hotel R Maidens,HTLGBO1000005339,Hotel,The Lower Mall,Kasauli,Himachal Pradesh,India,regular,0,30.90074121,76.96673848
Hotel Palash Residency,HTLGBO1000065718,Hotel,Anand Nagar Main Panchmadi Road Hoshangabad,Hoshangabad,Madhya Pradesh,India,regular,0,22.7530209,77.7168992
Hotel President,HTLGBO1000044366,Hotel,Near Rajshree Cinema/ Kalaghoda/ Sayajigunj,Vadodara,Gujarat,India,regular,3,22.3094529,73.186587
Hotel Park Heaven,HTLGBO1000054740,Hotel,Tin Batti More/ Siliguri Bazar/ Siliguri,Siliguri,West Bengal,India,regular,2,26.7083818,88.4268741
Hotel Radhika Haveli,HTLGBO1000061336,Hotel,Near Old Telephone Gali/Opp to Arya Samaj Bhawan/ Ward No - 5,Mandawa,Rajasthan,India,regular,3,28.050017,75.1487007
Hotel Parhar,HTLGBO1000081938,Hotel,G T Road/ Ludhiana /Giaspura Chowk/ Near Coco Cola Factory,Ludhiana,Punjab,India,regular,1,30.900965,75.8572758
Hotel Pride Inn,HTLGBO1000027302,Hotel,Below Gumat Jammu,Jammu,Jammu and Kashmir,India,regular,0,32.7266016,74.8570259
HOTEL PRESIDENT,HTLGBO1000014718,Hotel,MODI NO.3/SITABULDI/NAGPUR.,Nagpur,Maharashtra,India,regular,3,21.1442869,79.0837621
Hotel Radhe Inn,HTLGBO1000029870,Hotel,8-A/National Highway/Near Shakti Chamber/Morvi-2,Morvi,Gujarat,India,regular,1,22.8119895,70.8236195
Hotel President,HTLGBO1000085928,Hotel,Hotel President/ Sharda Market/,Haldwani,Uttarakhand,India,regular,0,29.21487034,79.52869138
HOTEL PARVATI,HTLGBO1000074932,Hotel,Main Market/ Kalpa,Kalpa,Himachal Pradesh,India,regular,0,31.5389997,78.2518863
Hotel President,HTLGBO1000004021,Hotel,BEHIND L.I.C. DIVISIONAL OFFICE Fraser Road/ Patna,Patna,Bihar,India,gostays,2,25.61231772,85.1372378
Hotel Purohit Palace,HTLGBO1000085044,Hotel,Saint Marry School Road/ Near Sent Marry School/Nakki Lake/ Mt. Abu-307501,Mount Abu,Rajasthan,India,regular,0,24.5811731,72.7231464
hotel parth,HTLGBO1000060000,Hotel,Jawalamukhi/ Himachal Pradesh 176031,Jawalamukhi,Himachal Pradesh,India,regular,0,31.8760295,76.3102478
Hotel Pearl Royal,HTLGBO1000082306,Hotel,Near K.S.R.T.C Bus Station,Thodupuzha,Kerala,India,regular,4,9.9443387,76.6411363
HOTEL PACIFIC,HTLGBO1000070254,Hotel,OPP. SEVENTH DAY SCHOOL/ Delhi Rd/ Roorkee/,Roorkee,Uttarakhand,India,regular,0,29.8397009,77.8851435
Hotel Park Palace,HTLGBO1000055628,Hotel,Near Main Bazar  Across Right Side Club Bridge pahalgam   192126,Pahalgam,Jammu and Kashmir,India,regular,1,33.9813634,75.3200528
Hotel Piccollo,HTLGBO1000035314,Hotel,Arunodoi Path (Boarding Road)/ Sivasagar,Sibsagar,Assam,India,regular,0,26.9830194,94.6343144
Hotel Parklane,HTLGBO1000011185,Hotel,Dadar Commercial Premises Co.Op Soc/ 5th floor/ Dadasaheb Phalke Road/ Mumbai.,Mumbai,Maharashtra,India,regular,1,19.016339,72.840289
hotel Rajan,HTLGBO1000080262,Hotel,Haridwar Najibabad Road/ Najibabad,Bijnaur,Uttar Pradesh,India,regular,0,29.6128628,78.3337405
Hotel Radhika,HTLGBO1000020276,Hotel,Kodinar Highway/ Near Somnath Bypass Circle,Somnath,Gujarat,India,regular,0,20.9055016,70.4041605
Hotel Parth,HTLGBO1000007875,Hotel,By Pass Road (NH-58),Haridwar,Uttarakhand,India,regular,0,29.91722213,78.09831005
Hotel Pritysangam,HTLGBO1000010171,Hotel,Near Helipad/ Dist. Ratnagiri Ganpatipule,Ganpatipule,Maharashtra,India,regular,2,17.1488663,73.2726946
Hotel Prem Nisarga,HTLGBO1000029192,Hotel,Hotel Prem Nisarga Near Royal Palace/ Mehlat-Ki-Ghati/ NAHAN,Nahan,Himachal Pradesh,India,regular,3,30.5599327,77.295483
Hotel Park Plaza,HTLGBO1000060416,Hotel,Nagal-Anandpur Road/ Anandpur Sahib/ Punjab,Anandpur Sahib,Punjab,India,regular,0,31.1846474,76.5656095
HOTEL PEARL REGENCY,HTLGBO1000055298,Hotel,PEARL REGENCY Warriam Lane/ Near RLY. Station/ Thrissur-680001/ Kerala,Thrissur,Kerala,India,regular,1,10.5192579,76.2145961
Hotel Park Way Inn,HTLGBO1000063562,Hotel,Deonghat/ Solan Ho/ Solan - 173212/ Kalka Shimla Road,Solan,Himachal Pradesh,India,regular,1,30.9023489,77.0895421
Hotel Park City,HTLGBO1000066782,Hotel,near bus stop/inside uday poll/udaipur,Udaipur,Rajasthan,India,regular,3,24.573234,73.693352
HOTEL RAJ RESIDENCY,HTLGBO1000005421,Hotel,22 Kennet Lane/ Egmore/,Chennai,Tamil Nadu,India,regular,1,13.077187,80.2624594
hotel raj,HTLGBO1000011288,Hotel,3/1/ Jeyaraj Road/,Tuticorin,Tamil Nadu,India,regular,3,8.8055446,78.138808
Hotel R-Inn Residency,HTLGBO1000011244,Hotel,8-3-833/ Plot No-304/ 305/ Above Green Buvarchi Hotel// Krishna Nagar Main Rd/ Kamalapuri Colony/ Jubilee Hills,Hyderabad,Andhra Pradesh,India,regular,0,17.4325291,78.4048263
Hotel Poonam,HTLGBO1000088492,Hotel,Jaistambh Chowk/ near bsnl off/ near modhapara police station/ raipur,Raipur,Chhattisgarh,India,regular,0,21.243919,81.63510438
Hotel Poornima,HTLGBO1000051960,Hotel,Hotel Poornima Near Clock Tower Landour Bazaar Mussoorie,Mussoorie,Uttarakhand,India,regular,1,30.4599099,78.0663978
Hotel Polo Towers (Wi Fi Complimentary),HTLGBO1000003315,Hotel,Polo Grounds/ New Colony/ Shillong/ Meghalaya,Shillong,Meghalaya,India,regular,4,25.58560709,91.88971346
Hotel Pinecone,HTLGBO1000086162,Resort,: NH-22/ Near Sri Sankat Mochan Temple/ Shimla/ Himachal Pradesh 171010,Shimla,Himachal Pradesh,India,regular,0,31.0658281,77.1312586
Hotel Paramount lodge,HTLGBO1000055302,Hotel,V.I.P Rd/ Keshgarh Sahib/ Anandpur Sahib/ Punjab,Anandpur Sahib,Punjab,India,regular,1,31.235892,76.5010524
Hotel Prachi,HTLGBO1000071632,Hotel,Srinagar(Gharwal)/ Garhwal/ 246174,Pauri Garwal,Uttarakhand,India,regular,0,30.2227119,78.7885906
Hotel Prashant - Bene Resorts,HTLGBO1000028362,Hotel,Hadimba Road/ Manali,Manali,Himachal Pradesh,India,regular,2,32.2459085,77.1826108
Hotel Peak View,HTLGBO1000002414,Hotel,Camel's back Road/ Kulari/ Mussoorie,Mussoorie,Uttarakhand,India,regular,1,30.46178279,78.07118965
Hotel Purva,HTLGBO1000010344,Hotel,1 4/ Dhenu Market/ 565  M.G. Road/ Indore 452001/ India,Indore,Madhya Pradesh,India,regular,3,22.72050335,75.87189873
hotel prakash,HTLGBO1000068946,Hotel,V.P.O. Sangla/ Distt: Kinnau  Village Sangla/ Baspa Valley/ Sangla,Kinnaur,Himachal Pradesh,India,regular,0,31.4254859,78.2649956
Hotel Rainbow Suites,HTLGBO1000053790,Hotel,Opp. Railway Station/ Bellard Road/ Kannur/ Kerala 670001,Kannur,Kerala,India,regular,4,11.86939057,75.36489354
Hotel Park Shree,HTLGBO1000091610,Hotel,Chanakyapuri Colony/ Satna (MP) India,Satna,Madhya Pradesh,India,regular,0,24.57117892,80.84775519
Hotel Pratham Sai,HTLGBO1000012343,Hotel,80/3/ Shirdi Manmad Road/ Near VIP Rest House/ Neemgaon/ Shirdi.,Shirdi,Maharashtra,India,regular,0,19.77,74.48
Hotel Pearl Indore,HTLGBO1000021124,Hotel,8/ Balaji Vihar Bhakt Prahlad Nagar Near Gangwal Bus Stand Indore,Indore,Madhya Pradesh,India,regular,0,22.7195687,75.8577258
Hotel Rajam,HTLGBO1000012580,Hotel,2/17-d East car Street Kanayakumari,Kanyakumari,Tamil Nadu,India,regular,2,8.0829445,77.5512055
Hotel Poshwan,HTLGBO1000005681,Hotel,Main Gulmarg,Gulmarg,Jammu and Kashmir,India,regular,3,34.05502903,74.4009448
Hotel Pai Vista,HTLGBO1000013047,Hotel,3/27th cross/End of KR Road/ BSK 2nd stage/Bangalore-560070,Bangalore,Karnataka,India,gostays,0,12.94645741,77.57621064
Hotel Rajawat Manor,HTLGBO1000008468,Hotel,D-6/ 433/ 434/ Hotel Rajawat Manor/ Opp. SBBJ Bank/ Chitrakoot Scheme/ Vaishali nagar,Jaipur,Rajasthan,India,regular,0,26.89709513,75.73901729
Hotel Rainbow,HTLGBO1000011064,Hotel,10/ CV Raman Road/ Alwarpet.,Chennai,Tamil Nadu,India,regular,3,13.0348718,80.2577892
Hotel Palak,HTLGBO1000061574,Hotel,C-1/ Punjabi Bagh/In Front of Apsara Talkies/ Raisen Road Bhopal M.P,Bhopal,Madhya Pradesh,India,regular,0,23.2505689,77.4626358
Hotel Palace,HTLGBO1000059620,Hotel,Hoshiarpur Ho/ Hoshiarpur - 146001/ Opposite  main Bus Stand,Hoshiarpur,Punjab,India,regular,2,31.5350502,75.9101093
Hotel Platinum Plaza,HTLGBO1000002154,Hotel,SCO  2 - 3 - 4  Shopping Complex Sector-14  Rohtak/ Haryana,Rohtak,Haryana,India,regular,3,28.8856565,76.6231746
Hotel Pinki,HTLGBO1000064130,Hotel,/thana chezarganj costal/ southv 24 paraganas/bakkhali-  743339,Bakkhali,West Bengal,India,regular,0,21.5631303,88.2595023
Hotel Premdeep International,HTLGBO1000072280,Hotel,Ram Nagar Road/ Indra Colony Road/ Kashipur/ Uttarakhand 244713,Kashipur,Uttarakhand,India,regular,1,23.6083987,90.4775171
Hotel Patliputra Nirvana,HTLGBO1000011446,Hotel,Maharaja Kameshwar Complex/ Opposite Budha Smriti Park// Fraser Road/ Patna/ Bihar 800001,Patna,Bihar,India,regular,0,25.6060801,85.1372679
Hotel Pavitra,HTLGBO1000002509,Hotel,AKSHAY APARTMENTS/ NR. VISHAL E-SQUARE/ABOVE POONA SCOOTERS/PIMPRI  City PUNE MAHARASHTRA 411018,Pune,Maharashtra,India,regular,3,18.62522009,73.80430381
Hotel Paradise,HTLGBO1000057758,Hotel,Boulivard Srinagar - Srinagar - 190001/ Kashmir India,Srinagar,Jammu and Kashmir,India,regular,0,34.0815124,74.8311931
Hotel Pelican,HTLGBO1000053744,Hotel,221/ Bapuji Nagar/ Bhubaneswar/ Odisha/ India,Bhubaneswar,Orissa,India,regular,0,20.2592001,85.831986
Hotel Prime Murti,HTLGBO1000070148,Hotel,Plot No.405/ Uttar Dhupjhora/ P.O.Batabari/Thana Metlei,Lataguri,West Bengal,India,regular,0,26.7180956,88.8124204
Hotel Rajhans Regent,HTLGBO1000008711,Hotel,Plot No. 14-15/ ISBT Commercial Area/  Chetak Bridge Circle/ Hoshangabad Road. Bhopal,Bhopal,Madhya Pradesh,India,regular,3,23.23083576,77.44319854
Hotel Pallav,HTLGBO1000055384,Hotel,Opp. Saint merry school/ kalawad road/ rajkot,Rajkot,Gujarat,India,regular,1,22.2874646,70.7767544
Hotel Paras,HTLGBO1000070702,Hotel,Near Old Bus Stand/ Opp. Bachat Bhawan,Una,Himachal Pradesh,India,regular,0,32.1215925,76.2848394
Hotel Presidency,HTLGBO1000068982,Hotel,Mehendali Ashram/Dapoli,Dapoli,Maharashtra,India,regular,0,17.767697,73.1910115
Hotel Rajdarbar,HTLGBO1000002391,Hotel,Hill Cart Road/ Near Mahananda Bridge/ Siliguri,Siliguri,West Bengal,India,regular,3,26.7225376,88.4171102
Hotel Priya,HTLGBO1000030924,Hotel,A-30/1/ KHARAVEL NAGAR/UNIT-3/,Bhubaneswar,Orissa,India,regular,1,20.2773481,85.8357166
HOTEL PANAASH,HTLGBO1000056192,Hotel,Boulevard Gagribal Road Srinagar,Srinagar,Jammu and Kashmir,India,regular,1,34.0815124,74.8311931
Hotel Pioneer,HTLGBO1000086080,Homestay,R K Apartment/ fingask estate/ Mall Road/ / Shimla Gpo/ Shimla - 171001/ Near By Kalibari temple,Shimla,Himachal Pradesh,India,regular,0,31.1048145,77.1734033
Hotel Padma Krishna,HTLGBO1000007092,Hotel,11/ Mangalwar Peth/ Shetty Corner/Dada Saheb Bitthalii Chauhan Marg/ Mangalwar Peth/ Kasba Peth/,Pune,Maharashtra,India,regular,2,18.5225965,73.86389807
Hotel Radhika,HTLGBO1000025764,Hotel,Jaistambh Chowk,Raipur,Chhattisgarh,India,regular,1,21.2436524,81.63505916
Hotel Raama,HTLGBO1000034188,Hotel,Opp. S D M Ayurvedic Hospital and College/ B M Road/ Thanneeruhalla,Hassan,Karnataka,India,regular,2,12.99411003,76.08484436
Hotel Prithviraj,HTLGBO1000001497,Hotel,Opp Patel Stadium/ Jaipur Road,Ajmer,Rajasthan,India,regular,0,26.4684882,74.6367996
Hotel Paradise,HTLGBO1000005370,Hotel,Linking Road/Near  BCM Heights,Indore,Madhya Pradesh,India,regular,0,22.7540003,75.8995606
Hotel Radhey Inn Guest House,HTLGBO1000078728,Guest House,First Floor/ Jay Ambe Complex/ Above Munir Restaurant/ Mehsana-Palanpur Highway/ Bhandu Bus Stand/,Mahesana,Gujarat,India,regular,0,23.5879607,72.3693252
Hotel Radhika,HTLGBO1000006514,Hotel,Dwarka Circle,Nashik,Maharashtra,India,regular,1,19.99432389,73.79837967
Hotel Pallavi,HTLGBO1000040854,Guest House,SCO - 249/ 250/ Station Road/ near Har Ki Pauri/,Haridwar,Uttarakhand,India,regular,0,29.9573607,78.1749687
Hotel Plaza Palace,HTLGBO1000003836,Hotel,C8 Mumbai Pune old highway /opp big bazar/Chinchwad Pune,Pune,Maharashtra,India,regular,3,18.6364426,73.79809275
Hotel Preetam,HTLGBO1000001485,Hotel,BESIDE RAILWAYS STATION/ RAILWAY STATION ROAD.,Aurangabad,Maharashtra,India,regular,2,19.86072726,75.31110818
Hotel Palm Retreat,HTLGBO1000069204,Hotel,Green Chowk/ Kulri Bazaar/The Mall Road/ Mussoorie/ Uttarakhand 248179,Mussoorie,Uttarakhand,India,regular,0,30.4585,78.0737511
Hotel Pacific,HTLGBO1000069146,Hotel,First floor/ Chawda complex/ Rail Toly/ Gondia,Gondia,Maharashtra,India,regular,0,21.4600405,80.1942787
Hotel Paragon Palace,HTLGBO1000059566,Hotel,The Mall Road/ saproon,Solan,Himachal Pradesh,India,regular,3,30.9113899,77.1045679
Hotel Pearl,HTLGBO1000071372,Resort,ICG/ Dona Paula/ Goa.,Goa,Goa,India,regular,0,15.2993265,74.123996
Hotel Pearl Palace,HTLGBO1000007553,Hotel,Behind Shenoys/YMCA Junction/Chittoor Road/ Ernakulam.,Ernakulam,Kerala,India,regular,3,9.975874829,76.28490773
Hotel Panchsheel,HTLGBO1000052416,Hotel,Nagar manmad road/ Savedi/ Ahmednagar/,Ahmadnagar,Maharashtra,India,regular,0,19.12105678,74.72815947
